id	moh_id	name	province_id	district_id	ed_id	centroid
MOH-61004	MOH-61004	Mahawa	LK-6	LK-61	EC-15	[7.805438632032811, 80.2905777428521]
MOH-61005	MOH-61005	Kurunegala	LK-6	LK-61	EC-15	[7.514551075152318, 80.35327623927371]
MOH-61006	MOH-61006	Panduwasnuwara	LK-6	LK-61	EC-15	[7.584006959239444, 80.1015415265506]
MOH-61007	MOH-61007	Kobeigane	LK-6	LK-61	EC-15	[7.684313883165648, 80.10088316401344]
MOH-61008	MOH-61008	Giribawa	LK-6	LK-61	EC-15	[8.104212722553537, 80.183692446697]
MOH-61009	MOH-61009	Polgahawela	LK-6	LK-61	EC-15	[7.375230733514668, 80.30993070744341]
MOH-61010	MOH-61010	Udubaddawa	LK-6	LK-61	EC-15	[7.480167906862764, 79.9472253297119]
MOH-61011	MOH-61011	Wariyapola	LK-6	LK-61	EC-15	[7.661778619782519, 80.24021912837293]
MOH-61012	MOH-61012	Pannala	LK-6	LK-61	EC-15	[7.362623969581088, 80.03109836703823]
MOH-61013	MOH-61013	Mawathagama	LK-6	LK-61	EC-15	[7.4251957751206685, 80.44621334229501]
MOH-61014	MOH-61014	Rideegama	LK-6	LK-61	EC-15	[7.517404412372428, 80.51876438739532]
MOH-61015	MOH-61015	Bamunukotuwa	LK-6	LK-61	EC-15	[7.546309572091098, 80.27028694756865]
MOH-61016	MOH-61016	Bingiriya	LK-6	LK-61	EC-15	[7.60698722268951, 79.9691116147529]
MOH-61017	MOH-61017	Polpithigama	LK-6	LK-61	EC-15	[7.803197444927137, 80.4275624247011]
MOH-61018	MOH-61018	ALAWWA	LK-6	LK-61	EC-15	[7.328805628037338, 80.21768099398807]
MOH-61019	MOH-61019	Katupotha	LK-6	LK-61	EC-15	[7.551298115664944, 80.21192118152351]
MOH-61020	MOH-61020	Kotawehera	LK-6	LK-61	EC-15	[7.864028695380704, 80.12300565313839]
MOH-61021	MOH-61021	Ibbagamuwa	LK-6	LK-61	EC-15	[7.619829778963364, 80.47174697202452]
MOH-61022	MOH-61022	Narammala	LK-6	LK-61	EC-15	[7.397766538969638, 80.19361533673835]
MOH-61023	MOH-61023	Mallawapitiya	LK-6	LK-61	EC-15	[7.465639989447969, 80.39072686873031]
MOH-61024	MOH-61024	Maspotha	LK-6	LK-61	EC-15	[7.557511601689238, 80.32474603819739]
MOH-61025	MOH-61025	Kuliyapitiya	LK-6	LK-61	EC-15	[7.471742350567696, 80.10148213394754]
MOH-61026	MOH-61026	Nikaweratiya	LK-6	LK-61	EC-15	[7.764233642363286, 80.09176144070355]
MOH-61027	MOH-61027	Weerambugedara	LK-6	LK-61	EC-15	[7.465372281706095, 80.27178336722648]
MOH-82001	MOH-82001	Thanamalwila	LK-8	LK-82	EC-20	[6.493994588519653, 81.01371678214285]
MOH-82002	MOH-82002	Monaragala	LK-8	LK-82	EC-20	[6.931443104195848, 81.32709929104387]
MOH-82003	MOH-82003	Bibila	LK-8	LK-82	EC-20	[7.1893109623266565, 81.29703725642271]
MOH-82004	MOH-82004	Wellawaya	LK-8	LK-82	EC-20	[6.613036354651888, 81.12324499910208]
MOH-82005	MOH-82005	Buttala	LK-8	LK-82	EC-20	[6.6551751608906375, 81.2947323776331]
MOH-82006	MOH-82006	Siyambalanduwa	LK-8	LK-82	EC-20	[6.850996823017473, 81.52667370538673]
MOH-82007	MOH-82007	Kataragama	LK-8	LK-82	EC-20	[6.497923538819629, 81.41112538437488]
MOH-82008	MOH-82008	Badalkumbura	LK-8	LK-82	EC-20	[6.869603707357876, 81.21540449500938]
MOH-82009	MOH-82009	Sevanagala	LK-8	LK-82	EC-20	[6.378145241811992, 80.9336650856535]
MOH-82010	MOH-82010	Madulla	LK-8	LK-82	EC-20	[7.161447720831623, 81.43044609638181]
MOH-62001	MOH-62001	Mundalama	LK-6	LK-62	EC-16	[7.859755593142102, 79.81382636518518]
MOH-62002	MOH-62002	Anamaduwa	LK-6	LK-62	EC-16	[7.879268135331622, 79.95987268336498]
MOH-62003	MOH-62003	Chilaw	LK-6	LK-62	EC-16	[7.548868893326416, 79.85142327122418]
MOH-62004	MOH-62004	Dankotuwa	LK-6	LK-62	EC-16	[7.320856519822541, 79.90604337342842]
MOH-62005	MOH-62005	Karuwalagaswewa	LK-6	LK-62	EC-16	[8.092583432101573, 80.02260133838783]
MOH-62006	MOH-62006	Wennappuwa	LK-6	LK-62	EC-16	[7.3244738068701345, 79.85465128784494]
MOH-62007	MOH-62007	Arachchikattuwa	LK-6	LK-62	EC-16	[7.678914838812028, 79.84880783067798]
MOH-62008	MOH-62008	Nattandiya	LK-6	LK-62	EC-16	[7.395957079025701, 79.87400152768187]
MOH-62009	MOH-62009	Puttalam	LK-6	LK-62	EC-16	[8.282968770611307, 79.90303717152551]
MOH-62010	MOH-62010	Kalpitiya	LK-6	LK-62	EC-16	[8.083831165344206, 79.73842366858814]
MOH-62011	MOH-62011	Mahawewa	LK-6	LK-62	EC-16	[7.454828642977381, 79.85095188297215]
MOH-62012	MOH-62012	Pallama	LK-6	LK-62	EC-16	[7.727252103008467, 79.93197290933759]
MOH-11001	MOH-11001	BATTARAMULLA	LK-1	LK-11	EC-01	[6.900262788050423, 79.93223184088211]
MOH-11002	MOH-11002	BORALESGAMUWA	LK-1	LK-11	EC-01	[6.839184068089393, 79.90269292506288]
MOH-11003	MOH-11003	CMC	LK-1	LK-11	EC-01	[6.9098781951343, 79.93879133304362]
MOH-11004	MOH-11004	DEHIWALA	LK-1	LK-11	EC-01	[6.858393681912423, 79.8756701280521]
MOH-11005	MOH-11005	HANWELLA	LK-1	LK-11	EC-01	[6.922773294460959, 80.14725527642463]
MOH-11006	MOH-11006	HOMAGAMA	LK-1	LK-11	EC-01	[6.854727852705014, 80.03272975702862]
MOH-11007	MOH-11007	KADUWELA	LK-1	LK-11	EC-01	[6.904214956815814, 79.9918018218603]
MOH-11008	MOH-11008	KAHATHUDUWA	LK-1	LK-11	EC-01	[6.7949097963498675, 79.98604574031292]
MOH-11009	MOH-11009	KOLONNAWA	LK-1	LK-11	EC-01	[6.934457493959708, 79.91573324628142]
MOH-11010	MOH-11010	MAHARAGAMA	LK-1	LK-11	EC-01	[6.854062107167912, 79.94726717590315]
MOH-11011	MOH-11011	MORATUWA	LK-1	LK-11	EC-01	[6.7826733548607985, 79.89109551135618]
MOH-11012	MOH-11012	NUGEGODA	LK-1	LK-11	EC-01	[6.8912862761301295, 79.89515939835138]
MOH-11013	MOH-11013	PADUKKA	LK-1	LK-11	EC-01	[6.83417614546017, 80.12211643629097]
MOH-11014	MOH-11014	PILIYANDALA	LK-1	LK-11	EC-01	[6.796512209841161, 79.93377717188834]
MOH-11015	MOH-11015	PITAKOTTE	LK-1	LK-11	EC-01	[6.88177841268952, 79.91269155826491]
MOH-11016	MOH-11016	RATHMALANA	LK-1	LK-11	EC-01	[6.827079902684505, 79.87856649435393]
MOH-13001	MOH-13001	AGALAWATTA	LK-1	LK-13	EC-03	[6.514771354821839, 80.17466448379498]
MOH-13002	MOH-13002	BANDARAGAMA	LK-1	LK-13	EC-03	[6.718941545765028, 79.97533709969937]
MOH-13003	MOH-13003	BERUWALA	LK-1	LK-13	EC-03	[6.489021521249302, 80.004868454596]
MOH-13004	MOH-13004	BULATHSINHALA	LK-1	LK-13	EC-03	[6.648437596762069, 80.17524722279335]
MOH-13005	MOH-13005	HORANA	LK-1	LK-13	EC-03	[6.756295991159197, 80.05585964415278]
MOH-13006	MOH-13006	INGIRIYA	LK-1	LK-13	EC-03	[6.762831106233981, 80.15180515418126]
MOH-13007	MOH-13007	KALUTARA	LK-1	LK-13	EC-03	[6.590946361868046, 79.99242172781591]
MOH-13008	MOH-13008	MADURAWALA	LK-1	LK-13	EC-03	[6.654218909628903, 80.05994803149821]
MOH-13009	MOH-13009	MATHUGAMA	LK-1	LK-13	EC-03	[6.515384217137369, 80.07867387411531]
MOH-13010	MOH-13010	PALINDANUWARA	LK-1	LK-13	EC-03	[6.505990122290631, 80.27386947152606]
MOH-13011	MOH-13011	PANADURA	LK-1	LK-13	EC-03	[6.6860657769640826, 79.943596743477]
MOH-13012	MOH-13012	WALALLAWITA	LK-1	LK-13	EC-03	[6.407343910901177, 80.18686555760074]
MOH-12001	MOH-12001	ATTANAGALLA	LK-1	LK-12	EC-02	[7.111245803617594, 80.10773531804928]
MOH-12002	MOH-12002	BIYAGAMA	LK-1	LK-12	EC-02	[6.970003723555123, 79.97816421448088]
MOH-12003	MOH-12003	DIVULAPITIYA	LK-1	LK-12	EC-02	[7.253979242792737, 80.00733901545347]
MOH-12004	MOH-12004	DOMPE	LK-1	LK-12	EC-02	[6.990571039902515, 80.0990604465857]
MOH-12005	MOH-12005	GAMPAHA	LK-1	LK-12	EC-02	[7.070641351097327, 79.99301530047838]
MOH-12006	MOH-12006	JA-ELA	LK-1	LK-12	EC-02	[7.08201720203268, 79.90182989476003]
MOH-12007	MOH-12007	KATANA	LK-1	LK-12	EC-02	[7.22959003763196, 79.88870430945299]
MOH-12008	MOH-12008	KELANIYA	LK-1	LK-12	EC-02	[6.970154594143133, 79.90985013553863]
MOH-12009	MOH-12009	MAHARA	LK-1	LK-12	EC-02	[7.028731284173426, 80.0146624337673]
MOH-12010	MOH-12010	MINUWANGODA	LK-1	LK-12	EC-02	[7.154861242955474, 79.97870591376686]
MOH-12011	MOH-12011	MIRIGAMA	LK-1	LK-12	EC-02	[7.225208198125765, 80.12379051354448]
MOH-12012	MOH-12012	NEGAMBO	LK-1	LK-12	EC-02	[7.212896375540448, 79.84531012799484]
MOH-12013	MOH-12013	RAGAMA	LK-1	LK-12	EC-02	[7.037255305109284, 79.92695810615044]
MOH-12014	MOH-12014	SEEDUWA	LK-1	LK-12	EC-02	[7.151442084046365, 79.89068327955502]
MOH-12015	MOH-12015	WATTALA	LK-1	LK-12	EC-02	[7.043060282519893, 79.87601540281472]
